Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-53.01046366348685,180,-2.161787877141665,0
4.8828125,-53.31847945727703,0.8114712790305926,-2.470658523742145,179.922955672695
9.765625,-56.82041814282541,2.158294396990923,-5.969330187565822,179.8286058621504
14.6484375,-67.27758382908354,6.624598892866181,-16.40761669697588,179.3163917797104
19.53125,-86.9545787552312,24.99558116176085,-39.25287176916724,172.1404190361505
24.4140625,-88.40862439327935,16.9156579108106,-55.07115462851875,151.7973915571733
29.296875,-88.51996361631878,177.7467309471046,-55.4870890953837,2.059710291027764
34.1796875,-88.85281588029896,2.748228652537589,-55.68915303499412,2.924719863279107
39.0625,-89.11568105444314,21.63509346228185,-55.34971703140221,168.962748591714
43.9453125,-89.27257305886818,23.9614049334933,-55.05579120684875,134.2844925220896
48.828125,-89.44688261890644,25.07637770827079,-54.90300632014627,111.4176563583041
53.7109375,-89.88733798039965,24.11070522466205,-54.8919126755854,101.0032182174813
58.59375,-90.08338863798363,21.02305433823217,-55.24219603002778,105.8852496330805
63.4765625,-90.10732504604991,25.4912419416608,-55.80435758850489,112.9617094764261
68.359375,-89.93213257407204,41.15294371072481,-56.08936112748538,105.9359680552857
73.2421875,-89.71666151485813,31.14290263507437,-56.17246513048863,69.95803407691926
78.125,-90.0843006361326,4.455655195490908,-55.9933655980507,38.71260116462334
83.0078125,-90.14093873043376,168.4080648975897,-55.48848831203436,29.75697558686326
87.890625,-90.31044904604541,120.2769298273522,-55.04800299958997,34.16930231178318
92.7734375,-90.27529557392671,134.4295855899899,-54.65148574513404,48.01713938385015
97.65625,-89.84522028694541,57.55850114089915,-54.67763061907842,45.07511394251441
102.5390625,-89.59914718462521,66.69303276971097,-55.12193761034951,32.52692350247251
107.421875,-89.37597433618927,53.10541789871748,-55.28996601906181,171.5876307651639
112.3046875,-89.50441124944768,48.45774376789769,-55.2227235347349,155.3758922169447
117.1875,-89.61925149131126,37.16294429394915,-55.14813118414739,157.5882542185288
122.0703125,-89.60704261817126,17.38167336518086,-55.13866101721924,162.9454138558617
126.953125,-89.29370688014073,170.7142022663151,-55.61211427002047,171.8958354271708
131.8359375,-89.36560597775321,155.6960231102587,-56.42346020517235,1.114113800314793
136.71875,-89.73856719314372,168.6952055688205,-56.13383115631471,1.391977695398049
141.6015625,-90.19746777408882,5.263387150525689,-55.56853560097606,168.7501365023853
146.484375,-89.97036949942745,65.47435069174482,-55.29371469479958,146.0909889598676
151.3671875,-89.49250379340542,132.6856202502586,-55.24845747813238,101.7767381018316
