Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-62.32241299758026,0,-12.6719488647316,0
4.8828125,-62.77639208048689,0.341646460299414,-12.98391262628204,179.9997003964667
9.765625,-65.94832743342322,1.841317062154369,-16.48455869207722,179.9778573042256
14.6484375,-73.73116591212421,6.971225604556687,-26.92062013175837,179.8174516553314
19.53125,-82.81630279746437,24.76559211860679,-49.96623987592453,177.0004837730317
24.4140625,-86.1791418062727,37.41199496150851,-74.48806076547483,52.0700721314799
29.296875,-89.37108544973302,30.23593104313034,-76.10214345439421,49.07336476651828
34.1796875,-95.9292834174901,26.58250308394814,-77.72903832274288,34.11818134829674
39.0625,-95.59185298871279,164.701357462149,-77.94378136371712,6.410851429810582
43.9453125,-84.94918540311102,3.3398762204902,-76.63592508199835,157.4675798805733
48.828125,-82.38097676883308,10.65618014908579,-76.59607341589356,143.2518096909859
53.7109375,-83.13739533205475,12.50063388839647,-80.68075496553028,146.0237302969292
58.59375,-85.12856465542818,2.693000659935622,-85.39194820482825,178.7417577815857
63.4765625,-89.67020747675556,140.2574374611725,-86.39033554484388,36.48585834576763
68.359375,-85.91652455526167,75.74627567129029,-87.07810406463543,84.56803896174092
73.2421875,-83.9222870546096,63.38419517316174,-91.27763980711337,107.5804501718468
78.125,-85.61624577115835,51.39577113023051,-84.48204864711991,129.9115657171877
83.0078125,-86.57669286199624,31.77885823099844,-78.17577353077441,125.9256098022174
87.890625,-87.15685084472332,18.2648984171607,-78.69698459797938,133.9823599196033
92.7734375,-90.59696424154281,15.08485432797113,-79.43857154936859,155.8025473606528
97.65625,-101.5044403001932,173.6022074259956,-83.08563005507834,33.72551862808561
102.5390625,-94.90402778291448,68.7618560293549,-77.51600553315319,91.0207943858701
107.421875,-89.36940765411026,43.72847196147442,-76.32677433558122,90.74484248431693
112.3046875,-86.40298677099597,30.12454701357861,-77.2175251543444,68.71732252560672
117.1875,-86.26012101614337,22.32695417696062,-77.45414380596034,30.39464120930655
122.0703125,-88.58202050771111,171.0877924490254,-76.97726917074091,163.475649228221
126.953125,-91.45787285661766,125.7341254682165,-76.35098722963332,126.6204113696017
131.8359375,-94.03304008816119,78.50169059923758,-77.2052920965896,101.8410460536891
136.71875,-90.07047683950515,72.32219995698399,-77.64539967953665,71.072990866532
141.6015625,-87.53538983237621,92.2259465735023,-76.99466242732601,50.94047240087993
146.484375,-85.4016671412958,116.2098507001597,-79.52554938551472,50.67665055375047
151.3671875,-83.12615840957264,128.7231986894101,-83.94418898992592,54.46478156334053
156.25,-83.16059793350455,143.3680547705865,-88.09815193453987,76.13924866574563
161.1328125,-84.88433298174741,158.5313010795176,-86.00758820117073,151.4961074285197
166.015625,-86.48530686220484,169.1536264022436,-80.97658314363878,1.353713926939169
170.8984375,-85.71776621396552,179.4147342190504,-79.2334277158634,4.733807656141624
175.78125,-83.46115893388101,177.9703059153067,-81.01499769413473,7.473061332834524
180.6640625,-82.46611032595324,171.2287344896899,-92.78085878278782,83.86866826802004
185.546875,-83.95790972660906,166.7372325861434,-78.55817443619644,162.4487134640415
190.4296875,-88.55851448315201,161.1710990888133,-73.81578295229777,161.3089121275047
195.3125,-105.8555545600301,62.50253523618699,-73.57778441304667,155.3876506868167
200.1953125,-89.86658221685866,164.9334092787449,-78.46238695670966,142.1754372767206
205.078125,-87.19820989330144,154.923685399257,-85.72387891626157,59.86764740090444
209.9609375,-86.58868910002754,161.4953945916641,-78.52763016994517,0.5876386397982318
214.84375,-88.03897533843234,176.7787415643907,-75.20324897538508,157.2214126814937
219.7265625,-88.30211835805605,16.71794867596233,-73.93180293630331,140.8368438703228
224.609375,-84.3520804790993,27.49846878947379,-73.25965449296116,132.2148927640316
229.4921875,-83.24492446313526,33.5533571969265,-73.59485741675047,128.0834232763242
234.375,-84.63808981114309,34.50639301865774,-76.10192283295562,132.6205976578173
239.2578125,-86.43777460125543,35.43106114503014,-80.26782964812341,140.1455173513955
244.140625,-91.11830993280635,67.84163148439154,-85.83272237907708,127.8123842770633
249.0234375,-91.58251650228279,130.6400268396753,-96.42915895516066,67.18897267214487
253.90625,-89.52063162799493,154.0246143276343,-91.46821485021947,41.89495262632464
258.7890625,-87.66782795294966,157.2897317846681,-83.75624904387081,78.84507008065391
263.671875,-87.51237830214353,149.1364680072606,-79.9681997053803,75.76318227507898
268.5546875,-88.76797128192376,142.4120940801012,-78.41136867489695,68.21884523725231
273.4375,-90.33684200415232,155.3039047748405,-78.8595701697955,63.4844130725088
278.3203125,-90.6025562969691,2.58764688404469,-81.05452770034293,52.30127572449955
283.203125,-89.80898993002126,34.11405044316538,-83.87535461454297,42.49431441327287
288.0859375,-88.08288408338382,68.1306091391897,-85.63703114084113,23.77676802241213
292.96875,-86.3144183833972,93.3928394895274,-86.97504847597683,167.5021263424032
297.8515625,-84.80591429859879,117.0711080092772,-83.81262644222039,140.0923239780911
302.734375,-83.17073898062993,138.5734635106317,-79.02160525324965,150.1537829375243
307.6171875,-83.79208436937061,153.2855361089433,-77.52624045523132,152.3539054468739
312.5,-87.59134048873584,178.5282706445642,-78.46838979019117,153.6456337349833
317.3828125,-88.2796732290077,48.36709702646065,-79.16874633766325,173.9366335749665
322.265625,-85.04928704021317,79.99748129259193,-81.65466510663349,28.56195366513038
327.1484375,-82.25392835775439,94.08645739022332,-82.63454041247536,91.41769659555921
332.03125,-82.11543455481498,90.20989493733467,-80.45545803202234,123.9557536956746
336.9140625,-84.13645037213874,74.90394949364448,-77.6109562774903,135.2900611757595
341.796875,-86.47025414838424,64.98300118282492,-76.00211442288014,133.9878083405187
346.6796875,-89.95931507434653,56.41042523104489,-76.83680117481002,133.1507918909812
351.5625,-94.60579783630109,43.28962951883321,-76.79945257887843,128.5352871347038
356.4453125,-94.58635956706004,83.35382352027744,-77.00131727735054,125.2051537902783
